Image_ID,Class,Source,URL,Frame_number
47,fight,twitter_video,https://video.twimg.com/ext_tw_video/1103940060120997889/pu/vid/360x360/hCGt7n9SO8r9nYVG.mp4,3
48,fight,twitter_video,https://video.twimg.com/ext_tw_video/1103940060120997889/pu/vid/360x360/hCGt7n9SO8r9nYVG.mp4,6
49,fight,twitter_video,https://video.twimg.com/ext_tw_video/1104130028411994113/pu/vid/960x720/UY-uvq-Al-zP_JzV.mp4,6
50,fight,twitter_video,https://video.twimg.com/ext_tw_video/1108125144847921154/pu/vid/360x644/duwddbLMLNWrfWeF.mp4,5
51,fight,twitter_video,https://video.twimg.com/ext_tw_video/1108125144847921154/pu/vid/360x644/duwddbLMLNWrfWeF.mp4,7
52,fight,twitter_video,https://video.twimg.com/ext_tw_video/1109682196481138688/pu/vid/360x640/RFtiXa9m60H4IfoA.mp4,7
53,fight,twitter_video,https://video.twimg.com/ext_tw_video/1109682196481138688/pu/vid/360x640/RFtiXa9m60H4IfoA.mp4,7
54,fight,twitter_video,https://video.twimg.com/ext_tw_video/1116852966047256576/pu/vid/592x1280/r0jJvWxF7LvLvG3K.mp4,2
55,fight,twitter_video,https://video.twimg.com/ext_tw_video/1116852966047256576/pu/vid/592x1280/r0jJvWxF7LvLvG3K.mp4,7
56,fight,twitter_video,https://video.twimg.com/ext_tw_video/1118693449912475649/pu/vid/400x308/Z24O_rFL9nr4hLfP.mp4,1
57,fight,twitter_video,https://video.twimg.com/ext_tw_video/1120506909042331654/pu/vid/608x1080/1NBQcla2ZQbpvmys.mp4,1
58,fight,twitter_video,https://video.twimg.com/ext_tw_video/1122160080403800067/pu/vid/960x720/tiJwRJ-mvyMGJ3vt.mp4,3
59,fight,twitter_video,https://video.twimg.com/ext_tw_video/1122160080403800067/pu/vid/960x720/tiJwRJ-mvyMGJ3vt.mp4,5
60,fight,twitter_video,https://video.twimg.com/ext_tw_video/1125125362915205122/pu/vid/406x720/gLm4-01qi_9ZrNRE.mp4,2
61,fight,twitter_video,https://video.twimg.com/ext_tw_video/1126316263456641025/pu/vid/592x1280/AcPfXe2EX2N2PMyK.mp4,0
62,fight,twitter_video,https://video.twimg.com/ext_tw_video/1126316263456641025/pu/vid/592x1280/AcPfXe2EX2N2PMyK.mp4,4
63,fight,twitter_video,https://video.twimg.com/ext_tw_video/1127395706921279493/pu/vid/608x1080/nToqK_kJH3XMZpeW.mp4,1
64,fight,twitter_video,https://video.twimg.com/ext_tw_video/1129437422339670016/pu/vid/960x720/fqnb4-13WsiblvGi.mp4,6
65,fight,twitter_video,https://video.twimg.com/ext_tw_video/1130525513448136705/pu/vid/480x480/8PPDvuoIT4B7VDxV.mp4,5
66,fight,twitter_video,https://video.twimg.com/ext_tw_video/1131336782417661952/pu/vid/960x720/6DSWnlIH9b8pMvfP.mp4,4
67,fight,twitter_video,https://video.twimg.com/ext_tw_video/1131376643036057607/pu/vid/720x720/2aqip9jrPcm5Qfc9.mp4,3
68,fight,twitter_video,https://video.twimg.com/ext_tw_video/1131656189656346630/pu/vid/960x720/Oeyt8I9LckQh-pLM.mp4,7
69,fight,twitter_video,https://video.twimg.com/ext_tw_video/1131809854690144256/pu/vid/540x360/wUyTowN036ls7Nbp.mp4,3
70,fight,twitter_video,https://video.twimg.com/ext_tw_video/1132172184678490112/pu/vid/270x480/ElwZp65bjXPG1gkB.mp4,1
71,fight,twitter_video,https://video.twimg.com/ext_tw_video/1132206253067919360/pu/vid/1280x720/_C3LBSFDR0PksPAx.mp4,4
72,fight,twitter_video,https://video.twimg.com/ext_tw_video/1132898621303791617/pu/vid/426x240/yRQzGPK-u3hkQ4j7.mp4,1
73,fight,twitter_video,https://video.twimg.com/ext_tw_video/1132899000603086850/pu/vid/608x1080/Gwkywm9BxWbOmsv2.mp4,3
74,fight,twitter_video,https://video.twimg.com/ext_tw_video/1132899000603086850/pu/vid/608x1080/Gwkywm9BxWbOmsv2.mp4,4
75,fight,twitter_video,https://video.twimg.com/ext_tw_video/1133261896868663296/pu/vid/480x480/bGzFXe5CMv5_RxIa.mp4,0
76,fight,twitter_video,https://video.twimg.com/ext_tw_video/1133261896868663296/pu/vid/480x480/bGzFXe5CMv5_RxIa.mp4,3
77,fight,twitter_video,https://video.twimg.com/ext_tw_video/1133993157568421889/pu/vid/632x806/71lVDpP9ybCMy28E.mp4,0
78,fight,twitter_video,https://video.twimg.com/ext_tw_video/1134361340758417408/pu/vid/608x1080/JfEe29JYJFR3qGUs.mp4,3
79,fight,twitter_video,https://video.twimg.com/ext_tw_video/1135252704333389824/pu/vid/480x480/c7pcFw2tz8M4Vbzu.mp4,0
80,fight,twitter_video,https://video.twimg.com/ext_tw_video/1136078879490224130/pu/vid/632x720/GtQItLMh7b_eHiAB.mp4,1
81,fight,twitter_video,https://video.twimg.com/ext_tw_video/1136078879490224130/pu/vid/632x720/GtQItLMh7b_eHiAB.mp4,4
82,fight,twitter_video,https://video.twimg.com/ext_tw_video/1136079746608091141/pu/vid/480x480/SOJDKmkwGlungOGA.mp4,5
83,fight,twitter_video,https://video.twimg.com/ext_tw_video/1136079746608091141/pu/vid/480x480/SOJDKmkwGlungOGA.mp4,6
84,fight,twitter_video,https://video.twimg.com/ext_tw_video/1136837138991837184/pu/vid/640x640/7Mw4c53jbevoJdDH.mp4,0
85,fight,twitter_video,https://video.twimg.com/ext_tw_video/1137429307305930753/pu/vid/960x720/wtB0JEnh1vB6dZ9J.mp4,7
86,fight,twitter_video,https://video.twimg.com/ext_tw_video/1137851326254264321/pu/vid/224x400/GlYyR8a8G2QDD2eO.mp4,2
87,fight,twitter_video,https://video.twimg.com/ext_tw_video/1140356338029158403/pu/vid/960x720/38pZkdhOhrFqauc0.mp4,2
88,fight,twitter_video,https://video.twimg.com/ext_tw_video/1140356338029158403/pu/vid/960x720/38pZkdhOhrFqauc0.mp4,3
89,fight,twitter_video,https://video.twimg.com/ext_tw_video/1140356338029158403/pu/vid/960x720/38pZkdhOhrFqauc0.mp4,6
90,fight,twitter_video,https://video.twimg.com/ext_tw_video/1140356338029158403/pu/vid/960x720/38pZkdhOhrFqauc0.mp4,8
91,fight,twitter_video,https://video.twimg.com/ext_tw_video/1140356569663717376/pu/vid/960x720/-rOU2FEofW-1bT4t.mp4,6
92,fight,twitter_video,https://video.twimg.com/ext_tw_video/1141689709288017920/pu/vid/1280x720/r3elHywqQtBuE2n2.mp4,6
93,fight,twitter_video,https://video.twimg.com/ext_tw_video/1149734476706123776/pu/vid/1280x720/KxhiusFuUtfzB8hS.mp4,3
94,fight,twitter_video,https://video.twimg.com/ext_tw_video/1151541740253433858/pu/vid/360x640/1Oqy_itVMx_mYkhx.mp4,0
95,fight,twitter_video,https://video.twimg.com/ext_tw_video/1153455731900854272/pu/vid/476x720/HcV8qLQ1O1bDMkQo.mp4,0
96,fight,twitter_video,https://video.twimg.com/ext_tw_video/1153455731900854272/pu/vid/476x720/HcV8qLQ1O1bDMkQo.mp4,6
97,fight,twitter_video,https://video.twimg.com/ext_tw_video/1154111987128897536/pu/vid/960x720/c89gw8XniDV0gy06.mp4,2
98,fight,twitter_video,https://video.twimg.com/ext_tw_video/1155184954109771777/pu/vid/960x720/YWIuh1jhCDEdoE08.mp4,4
99,fight,twitter_video,https://video.twimg.com/ext_tw_video/1157428467052494848/pu/vid/480x480/DTcJ35bSE53DsYba.mp4,1
100,fight,twitter_video,https://video.twimg.com/ext_tw_video/1159533680928481280/pu/vid/1280x720/GFigITizdVjxm_uj.mp4,3
101,fight,twitter_video,https://video.twimg.com/ext_tw_video/1159533680928481280/pu/vid/1280x720/GFigITizdVjxm_uj.mp4,7
102,fight,twitter_video,https://video.twimg.com/ext_tw_video/1161818061890052097/pu/vid/480x480/_NheDUBx7B8S3g3o.mp4,0
103,fight,twitter_video,https://video.twimg.com/ext_tw_video/1162107727369211904/pu/vid/202x360/uoeBVsyxmMvrofJ0.mp4,2
104,fight,twitter_video,https://video.twimg.com/ext_tw_video/1162107727369211904/pu/vid/202x360/uoeBVsyxmMvrofJ0.mp4,3
105,fight,twitter_video,https://video.twimg.com/ext_tw_video/1162107727369211904/pu/vid/202x360/uoeBVsyxmMvrofJ0.mp4,6
106,fight,twitter_video,https://video.twimg.com/ext_tw_video/1162134187815497728/pu/vid/406x720/GpA1_siqo5DNzfFq.mp4,2
107,fight,twitter_video,https://video.twimg.com/ext_tw_video/1162134187815497728/pu/vid/406x720/GpA1_siqo5DNzfFq.mp4,5
108,fight,twitter_video,https://video.twimg.com/ext_tw_video/1162203194388185088/pu/vid/202x360/4aDyVAlH705O0VJm.mp4,1
109,fight,twitter_video,https://video.twimg.com/ext_tw_video/1162203194388185088/pu/vid/202x360/4aDyVAlH705O0VJm.mp4,4
110,fight,twitter_video,https://video.twimg.com/ext_tw_video/1162448677874499584/pu/vid/406x720/Qgj8hDxtRmlsSTdE.mp4,1
111,fight,twitter_video,https://video.twimg.com/ext_tw_video/1162448677874499584/pu/vid/406x720/Qgj8hDxtRmlsSTdE.mp4,2
112,fight,twitter_video,https://video.twimg.com/ext_tw_video/1162448677874499584/pu/vid/406x720/Qgj8hDxtRmlsSTdE.mp4,5
113,fight,twitter_video,https://video.twimg.com/ext_tw_video/1162448677874499584/pu/vid/406x720/Qgj8hDxtRmlsSTdE.mp4,7
114,fight,twitter_video,https://video.twimg.com/ext_tw_video/1162858159200800768/pu/vid/720x720/VerhbNeVtr6HiPpY.mp4,2
115,fight,twitter_video,https://video.twimg.com/ext_tw_video/1162858159200800768/pu/vid/720x720/VerhbNeVtr6HiPpY.mp4,4
116,fight,twitter_video,https://video.twimg.com/ext_tw_video/1163650032530120704/pu/vid/360x360/ihztZCfsk2JGeOC-.mp4,2
117,fight,twitter_video,https://video.twimg.com/ext_tw_video/1164376670012239873/pu/vid/720x1280/g86DrXXzZoMqFUgB.mp4,4
118,fight,twitter_video,https://video.twimg.com/ext_tw_video/1166828169510305792/pu/vid/360x450/0SXIHX72dNRgnRi6.mp4,6
119,fight,twitter_video,https://video.twimg.com/ext_tw_video/1167353564131446784/pu/vid/360x360/_kOvUjxi-eONJCgc.mp4,0
120,fight,twitter_video,https://video.twimg.com/ext_tw_video/1169423183973191680/pu/vid/720x1180/sqD9fRcRe0EmQDfV.mp4,2
121,fight,twitter_video,https://video.twimg.com/ext_tw_video/1169423183973191680/pu/vid/720x1180/sqD9fRcRe0EmQDfV.mp4,3
122,fight,twitter_video,https://video.twimg.com/ext_tw_video/1169423183973191680/pu/vid/720x1180/sqD9fRcRe0EmQDfV.mp4,4
123,fight,twitter_video,https://video.twimg.com/ext_tw_video/1169423183973191680/pu/vid/720x1180/sqD9fRcRe0EmQDfV.mp4,5
124,fight,twitter_video,https://video.twimg.com/ext_tw_video/1169423183973191680/pu/vid/720x1180/sqD9fRcRe0EmQDfV.mp4,6
125,fight,twitter_video,https://video.twimg.com/ext_tw_video/1169423183973191680/pu/vid/720x1180/sqD9fRcRe0EmQDfV.mp4,7
126,fight,twitter_video,https://video.twimg.com/ext_tw_video/1169423183973191680/pu/vid/720x1180/sqD9fRcRe0EmQDfV.mp4,8
127,fight,twitter_video,https://video.twimg.com/ext_tw_video/1169639085411065856/pu/vid/640x640/aEVFy2bpbQ9nkWyj.mp4,0
128,fight,twitter_video,https://video.twimg.com/ext_tw_video/1171575699624419330/pu/vid/320x576/xx2Yg2wJdE1s1O-A.mp4,3
129,fight,twitter_video,https://video.twimg.com/ext_tw_video/1171575699624419330/pu/vid/320x576/xx2Yg2wJdE1s1O-A.mp4,8
130,fight,twitter_video,https://video.twimg.com/ext_tw_video/1172010111482679296/pu/vid/720x1128/vrm1qhHwiQeVUvVx.mp4,3
131,fight,twitter_video,https://video.twimg.com/ext_tw_video/1172010516136583168/pu/vid/728x720/2yZE9x9GWKsfiBME.mp4,0
132,fight,twitter_video,https://video.twimg.com/ext_tw_video/1172262432271720448/pu/vid/640x640/OLoDzCU_kFeavf1y.mp4,2
133,fight,twitter_video,https://video.twimg.com/ext_tw_video/1173009358881513473/pu/vid/360x640/qORmkbt1Uh55XUpc.mp4,5
134,fight,twitter_video,https://video.twimg.com/ext_tw_video/1173055242067427328/pu/vid/720x900/7ntKS12zNMP94lMQ.mp4,0
135,fight,twitter_video,https://video.twimg.com/ext_tw_video/1173055242067427328/pu/vid/720x900/7ntKS12zNMP94lMQ.mp4,2
136,fight,twitter_video,https://video.twimg.com/ext_tw_video/1173055242067427328/pu/vid/720x900/7ntKS12zNMP94lMQ.mp4,4
137,fight,twitter_video,https://video.twimg.com/ext_tw_video/1173055242067427328/pu/vid/720x900/7ntKS12zNMP94lMQ.mp4,6
138,fight,twitter_video,https://video.twimg.com/ext_tw_video/1173055548671045633/pu/vid/640x800/BtbgUssPxq1XcpC8.mp4,1
139,fight,twitter_video,https://video.twimg.com/ext_tw_video/1173577812973883393/pu/vid/480x480/Eks5BHdtFFE_bJ9i.mp4,3
140,fight,twitter_video,https://video.twimg.com/ext_tw_video/1173598822116864000/pu/vid/480x600/aW0v8kUP5T6UMkSf.mp4,0
141,fight,twitter_video,https://video.twimg.com/ext_tw_video/1174149313028644865/pu/vid/720x1280/K7JH1Umyr9zkQnQG.mp4,0
142,fight,twitter_video,https://video.twimg.com/ext_tw_video/1174856138795442176/pu/vid/720x720/xwr0W9LUiQMRCYp1.mp4,0
143,fight,twitter_video,https://video.twimg.com/ext_tw_video/1174856138795442176/pu/vid/720x720/xwr0W9LUiQMRCYp1.mp4,2
144,fight,twitter_video,https://video.twimg.com/ext_tw_video/1174856138795442176/pu/vid/720x720/xwr0W9LUiQMRCYp1.mp4,3
145,fight,twitter_video,https://video.twimg.com/ext_tw_video/1176294457534222336/pu/vid/720x1280/JfxVyU_gW16veDPr.mp4,0
146,fight,twitter_video,https://video.twimg.com/ext_tw_video/1176294457534222336/pu/vid/720x1280/JfxVyU_gW16veDPr.mp4,3
147,fight,twitter_video,https://video.twimg.com/ext_tw_video/1179145893343301634/pu/vid/720x720/0u2JXmjniq6Zv1i4.mp4,0
148,fight,twitter_video,https://video.twimg.com/ext_tw_video/1179145893343301634/pu/vid/720x720/0u2JXmjniq6Zv1i4.mp4,3
149,fight,twitter_video,https://video.twimg.com/ext_tw_video/1179145893343301634/pu/vid/720x720/0u2JXmjniq6Zv1i4.mp4,4
150,fight,twitter_video,https://video.twimg.com/ext_tw_video/1179145893343301634/pu/vid/720x720/0u2JXmjniq6Zv1i4.mp4,8
151,fight,twitter_video,https://video.twimg.com/ext_tw_video/1179926573727850497/pu/vid/640x800/cKaW93RkKj11OiqW.mp4,8
152,fight,twitter_video,https://video.twimg.com/ext_tw_video/1180070715204214785/pu/vid/960x720/RRaAR8YDqL8Lwkhh.mp4,1
153,fight,twitter_video,https://video.twimg.com/ext_tw_video/1180070715204214785/pu/vid/960x720/RRaAR8YDqL8Lwkhh.mp4,2
154,fight,twitter_video,https://video.twimg.com/ext_tw_video/1180070715204214785/pu/vid/960x720/RRaAR8YDqL8Lwkhh.mp4,5
155,fight,twitter_video,https://video.twimg.com/ext_tw_video/1180070715204214785/pu/vid/960x720/RRaAR8YDqL8Lwkhh.mp4,6
156,fight,twitter_video,https://video.twimg.com/ext_tw_video/1180070715204214785/pu/vid/960x720/RRaAR8YDqL8Lwkhh.mp4,7
157,fight,twitter_video,https://video.twimg.com/ext_tw_video/1180070715204214785/pu/vid/960x720/RRaAR8YDqL8Lwkhh.mp4,8
158,fight,twitter_video,https://video.twimg.com/ext_tw_video/1180070715204214785/pu/vid/960x720/RRaAR8YDqL8Lwkhh.mp4,8
159,fight,twitter_video,https://video.twimg.com/ext_tw_video/1180365117852020736/pu/vid/360x640/rDc_MWzSnawfqNKq.mp4,3
160,fight,twitter_video,https://video.twimg.com/ext_tw_video/1180365117852020736/pu/vid/360x640/rDc_MWzSnawfqNKq.mp4,6
161,fight,twitter_video,https://video.twimg.com/ext_tw_video/1182828622106644480/pu/vid/720x766/koIgzJoqTSzq49Vl.mp4,6
162,fight,twitter_video,https://video.twimg.com/ext_tw_video/1182848695429144577/pu/vid/640x640/lgW8ttbbT4q3-ZFI.mp4,6
163,fight,twitter_video,https://video.twimg.com/ext_tw_video/1183104464041009153/pu/vid/360x640/X29TMTmY2hlFp5s_.mp4,2
164,fight,twitter_video,https://video.twimg.com/ext_tw_video/1183104464041009153/pu/vid/360x640/X29TMTmY2hlFp5s_.mp4,4
165,fight,twitter_video,https://video.twimg.com/ext_tw_video/1183125169167953921/pu/vid/720x1162/e2CH1Z3Q5JpR6x7L.mp4,2
166,fight,twitter_video,https://video.twimg.com/ext_tw_video/1183125169167953921/pu/vid/720x1162/e2CH1Z3Q5JpR6x7L.mp4,4
167,fight,twitter_video,https://video.twimg.com/ext_tw_video/1183125169167953921/pu/vid/720x1162/e2CH1Z3Q5JpR6x7L.mp4,5
168,fight,twitter_video,https://video.twimg.com/ext_tw_video/1183125169167953921/pu/vid/720x1162/e2CH1Z3Q5JpR6x7L.mp4,9
169,fight,twitter_video,https://video.twimg.com/ext_tw_video/1183207537040150529/pu/vid/480x480/9uAoQSeMyLQXUeuI.mp4,1
170,fight,twitter_video,https://video.twimg.com/ext_tw_video/1183207537040150529/pu/vid/480x480/9uAoQSeMyLQXUeuI.mp4,3
171,fight,twitter_video,https://video.twimg.com/ext_tw_video/1184168717212536832/pu/vid/360x640/JspHipQ9ZGJQCA77.mp4,1
172,fight,twitter_video,https://video.twimg.com/ext_tw_video/1184710877187989505/pu/vid/640x640/hd7-FoMNCqd4Fu3x.mp4,8
173,fight,twitter_video,https://video.twimg.com/ext_tw_video/1185430781583216640/pu/vid/720x1280/94ApV3iQkcGJOcgZ.mp4,7
174,fight,twitter_video,https://video.twimg.com/ext_tw_video/1185430781583216640/pu/vid/720x1280/94ApV3iQkcGJOcgZ.mp4,8
175,fight,twitter_video,https://video.twimg.com/ext_tw_video/1185985570025213954/pu/vid/1280x720/Qbs_ShajGlw2cqlC.mp4,0
176,fight,twitter_video,https://video.twimg.com/ext_tw_video/1185985570025213954/pu/vid/1280x720/Qbs_ShajGlw2cqlC.mp4,2
177,fight,twitter_video,https://video.twimg.com/ext_tw_video/1185985570025213954/pu/vid/1280x720/Qbs_ShajGlw2cqlC.mp4,4
178,fight,twitter_video,https://video.twimg.com/ext_tw_video/1185985570025213954/pu/vid/1280x720/Qbs_ShajGlw2cqlC.mp4,5
179,fight,twitter_video,https://video.twimg.com/ext_tw_video/1186365980680884227/pu/vid/640x1138/ZykkF9H8TG9oLnwM.mp4,8
180,fight,twitter_video,https://video.twimg.com/ext_tw_video/1186803411569840128/pu/vid/640x640/H18ftJl2f-l3JeXI.mp4,0
181,fight,twitter_video,https://video.twimg.com/ext_tw_video/1186803411569840128/pu/vid/640x640/H18ftJl2f-l3JeXI.mp4,3
182,fight,twitter_video,https://video.twimg.com/ext_tw_video/1187170735296434176/pu/vid/720x720/Au_w-WFgMDaNs9Ca.mp4,0
183,fight,twitter_video,https://video.twimg.com/ext_tw_video/1187170735296434176/pu/vid/720x720/Au_w-WFgMDaNs9Ca.mp4,3
184,fight,twitter_video,https://video.twimg.com/ext_tw_video/1193224269724962816/pu/vid/360x640/0wJUVIzIE0J2coh8.mp4,9
185,fight,twitter_video,https://video.twimg.com/ext_tw_video/1193577398182137856/pu/vid/720x1280/f6Jx84rYbF1cvOqs.mp4,5
186,fight,twitter_video,https://video.twimg.com/ext_tw_video/1193577957987500032/pu/vid/640x360/_jc04RQMR62MVDXy.mp4,1
187,fight,twitter_video,https://video.twimg.com/ext_tw_video/1193577957987500032/pu/vid/640x360/_jc04RQMR62MVDXy.mp4,3
188,fight,twitter_video,https://video.twimg.com/ext_tw_video/1193664820957941760/pu/vid/726x720/H6601bAqp1bySegp.mp4,3
189,fight,twitter_video,https://video.twimg.com/ext_tw_video/1193758254771257344/pu/vid/720x1280/VHzVXD_L4NTd_1w4.mp4,3
190,fight,twitter_video,https://video.twimg.com/ext_tw_video/1193758254771257344/pu/vid/720x1280/VHzVXD_L4NTd_1w4.mp4,5
191,fight,twitter_video,https://video.twimg.com/ext_tw_video/1193758254771257344/pu/vid/720x1280/VHzVXD_L4NTd_1w4.mp4,7
192,fight,twitter_video,https://video.twimg.com/ext_tw_video/1194371877554274305/pu/vid/720x720/btqKYyFrIvpPNYOm.mp4,2
193,fight,twitter_video,https://video.twimg.com/ext_tw_video/1194371877554274305/pu/vid/720x720/btqKYyFrIvpPNYOm.mp4,3
194,fight,twitter_video,https://video.twimg.com/ext_tw_video/1195426194252021761/pu/vid/720x540/zwfOeL7UB_Mq4-SU.mp4,0
195,fight,twitter_video,https://video.twimg.com/ext_tw_video/1195426194252021761/pu/vid/720x540/zwfOeL7UB_Mq4-SU.mp4,1
196,fight,twitter_video,https://video.twimg.com/ext_tw_video/1195559033140338689/pu/vid/720x900/MzRQJ6jFavUbVfrP.mp4,6
197,fight,twitter_video,https://video.twimg.com/ext_tw_video/1195559033140338689/pu/vid/720x900/MzRQJ6jFavUbVfrP.mp4,8
198,fight,twitter_video,https://video.twimg.com/ext_tw_video/1195837706477031425/pu/vid/640x800/XuAKmJSYl4r5XQAw.mp4,8
199,fight,twitter_video,https://video.twimg.com/ext_tw_video/1196198212819968000/pu/vid/640x634/OsxoNxNA_GfDDWUw.mp4,0
200,fight,twitter_video,https://video.twimg.com/ext_tw_video/1196198212819968000/pu/vid/640x634/OsxoNxNA_GfDDWUw.mp4,0
201,fight,twitter_video,https://video.twimg.com/ext_tw_video/1196198212819968000/pu/vid/640x634/OsxoNxNA_GfDDWUw.mp4,1
